Ward code,Ward name,Predicted_Crime_Count,Alpha (Coverage Factor),Allocated_Officers_Continuous,Allocated_Officers_Rounded
E05013496,Alperton,13.794250004125477,5.143249626333184,70.94727117926489,71
E05009323,Canary Wharf,13.420178146684998,5.143249626333184,69.0233262382624,69
E05013748,Shepherd's Bush Green,13.273151793701285,5.143249626333184,68.26713300321778,68
E05013991,Bromley Town,13.18885838887062,5.143249626333184,67.83359098032011,68
E05013730,Rushey Green,13.128660870185584,5.143249626333184,67.52398011483712,68
E05013579,South Ruislip,13.23943661971831,5.143249626333184,68.09372744722808,68
E05013639,Finchley Church End,13.104042885908289,5.143249626333184,67.39736367640184,67
E05013643,Hendon,12.967352941876412,5.143249626333184,66.69433317283637,67
E05013684,Jubilee,13.000000000003578,5.143249626333184,66.8622451423498,67
E05013576,Pinkwell,13.074742659560483,5.143249626333184,67.246665298187,67
E05013628,Barnet Vale,12.812716735158912,5.143249626333184,65.89900056041901,66
E05013510,Stonebridge,12.790772502813384,5.143249626333184,65.78613589560771,66
E05013498,Brondesbury Park,12.408364074858367,5.143249626333184,63.819313891421416,64
E05009317,Bethnal Green East,12.358626029583991,5.143249626333184,63.56349870864943,64
E05013798,Lancaster Gate,12.20591141615537,5.143249626333184,62.778049330197064,63
E05013580,Uxbridge,11.991012968528144,5.143249626333184,61.67277296973875,62
E05013679,Edmonton Green,12.0,5.143249626333184,61.71899551599822,62
E05009381,London Fields,11.569375607699556,5.143249626333184,59.504186771209,60
E05013668,Regent's Park,11.415062898337244,5.143249626333184,58.71051798644283,59
E05013661,Highgate,11.32575757573225,5.143249626333184,58.251198419325135,58
E05013925,Stratford Olympic Park,11.184236688333833,5.143249626333184,57.52332116809489,58
E05013560,Stanmore,11.335947828218345,5.143249626333184,58.30360943161648,58
E05013528,North Greenford,11.32115819982134,5.143249626333184,58.227542680889975,58
E05014009,Balham,11.24851931917001,5.143249626333184,57.85394278512276,58
E05009370,Dalston,11.00880255713725,5.143249626333184,56.62101963837197,57
E05011479,Selhurst,11.000050247084593,5.143249626333184,56.57600432296409,57
E05014006,St Mary Cray,11.120933315199844,5.143249626333184,57.19773611787786,57
E05011463,Addiscombe West,10.981827710322,5.143249626333184,56.482281267569036,56
E05013665,Kilburn,10.925913097789053,5.143249626333184,56.19469845755239,56
E05014104,Herne Hill & Loughborough Junction,10.622770447147063,5.143249626333184,54.63556013291233,55
E05009389,Brompton & Hans Town,10.621393153288956,5.143249626333184,54.62847636679127,55
E05013893,Hoe Street,10.531250000000282,5.143249626333184,54.16484762732281,54
E05013891,High Street,10.552850873200937,5.143249626333184,54.27594631034054,54
E05013503,Kilburn,10.499898064148208,5.143249626333184,54.0035967949668,54
E05013666,King's Cross,10.572499321416188,5.143249626333184,54.377003184281655,54
E05009331,Bethnal Green West,10.552214969123709,5.143249626333184,54.27267569693295,54
E05013670,South Hampstead,10.388112042709462,5.143249626333184,53.4286533819727,53
E05013786,South Richmond,10.273195037679226,5.143249626333184,52.837606538791604,53
E05013993,Chislehurst,10.087719129629129,5.143249626333184,51.88365764401913,52
E05009332,Shadwell,10.082592341451267,5.143249626333184,51.85728929263907,52
E05013631,Childs Hill,10.110360841209058,5.143249626333184,52.000109618642156,52
E05013794,Church Street,10.091059296511917,5.143249626333184,51.90083695609092,52
E05014019,Shaftesbury & Queenstown,9.92788411550457,5.143249626333184,51.061586267348034,51
E05013694,Upper Edmonton,9.900365732387048,5.143249626333184,50.920052353661546,51
E05013724,Hither Green,10.0,5.143249626333184,51.43249626333185,51
E05013636,East Finchley,10.0,5.143249626333184,51.43249626333185,51
E05013689,Ponders End,10.009663758980928,5.143249626333184,51.48219938809948,51
E05013630,Burnt Oak,9.999868967617807,5.143249626333184,51.4318223310811,51
E05009336,Whitechapel,10.009510869572852,5.143249626333184,51.48141303970852,51
E05009319,Bow East,9.99980156736438,5.143249626333184,51.43147567475283,51
E05013648,West Finchley,9.763231197771589,5.143249626333184,50.21473520974321,50
E05009395,Earl's Court,9.657142636218488,5.143249626333184,49.669095255177005,50
E05013527,North Acton,9.676431061727918,5.143249626333184,49.76830044247094,50
E05013805,Regent's Park,9.80973078869332,5.143249626333184,50.45389421337606,50
E05013671,West Hampstead,9.67038194708731,5.143249626333184,49.73718833585599,50
E05013715,Blackheath,9.558199860761814,5.143249626333184,49.1602078622811,49
E05013887,Forest,9.521118549353252,5.143249626333184,48.96948942123507,49
E05013652,Belsize,9.619547078099862,5.143249626333184,49.47573191493159,49
E05013907,Canning Town South,9.471497337847769,5.143249626333184,48.71427514370129,49
E05014076,East Greenwich,9.525876460767948,5.143249626333184,48.99396054734083,49
E05013896,Leyton,9.278514641205357,5.143249626333184,47.721716961306434,48
E05013792,Abbey Road,9.378183564470866,5.143249626333184,48.2343391136488,48
E05013995,Crystal Palace & Anerley,9.371222364090514,5.143249626333184,48.198535922393724,48
E05013797,Knightsbridge & Belgravia,9.08396061221278,5.143249626333184,46.72107702438875,47
E05014022,Thamesfield,9.076739155402896,5.143249626333184,46.68393526934973,47
E05013595,Noel Park,9.228570078030923,5.143249626333184,47.464839605422156,47
E05013656,Fortune Green,9.227893065302991,5.143249626333184,47.461357559962195,47
E05009335,Weavers,9.188940956707478,5.143249626333184,47.26101714198344,47
E05013711,St Peter's & Canalside,8.903061224489797,5.143249626333184,45.790666316078614,46
E05009386,Victoria,8.896231985061185,5.143249626333184,45.755541832939265,46
E05013699,Bunhill,9.007100689211097,5.143249626333184,46.32576725413035,46
E05013504,Kingsbury,9.0,5.143249626333184,46.28924663699866,46
E05013545,Edgware,9.0,5.143249626333184,46.28924663699866,46
E05013905,Boleyn,9.0,5.143249626333184,46.28924663699866,46
E05013500,Dollis Hill,8.86877773087763,5.143249626333184,45.61433775036844,46
E05013895,Lea Bridge,9.03439717568508,5.143249626333184,46.466159897987865,46
E05013531,Northolt Mandeville,8.991667417357341,5.143249626333184,46.24639008443542,46
E05011106,North Bermondsey,8.825994656937986,5.143249626333184,45.39429372131498,45
E05014111,Stockwell West & Larkhall,8.72719542713339,5.143249626333184,44.88614461954049,45
E05013796,Hyde Park,8.832391761361393,5.143249626333184,45.42719562625028,45
E05009400,Pembridge,8.745054945054946,5.143249626333184,44.978000578417024,45
E05013702,Clerkenwell,8.59222137257223,5.143249626333184,44.19193936385412,44
E05011110,Peckham,8.624029557208333,5.143249626333184,44.3555367975981,44
E05013924,Stratford,8.50018434923216,5.143249626333184,43.718569977951496,44
E05011484,South Croydon,8.6217277486911,5.143249626333184,44.343698021801956,44
E05011244,Goodmayes,8.510854352557086,5.143249626333184,43.77344846856539,44
E05013587,Bruce Castle,8.46377351778746,5.143249626333184,43.53129998272906,44
E05013655,Camden Town,8.635078507645355,5.143249626333184,44.41236430780469,44
E05009322,Bromley South,8.318185522381194,5.143249626333184,42.78250457975719,43
E05009402,Redcliffe,8.390154144974346,5.143249626333184,43.152657171017125,43
E05013558,Roxbourne,8.393144441586522,5.143249626333184,43.16803701295032,43
E05013599,South Tottenham,8.359867330016584,5.143249626333184,42.996884521302796,43
E05009372,Hackney Central,8.303907226137419,5.143249626333184,42.709067737936714,43
E05009321,Bromley North,8.311793802063683,5.143249626333184,42.74963036662251,43
E05013716,Brockley,8.30345773455275,5.143249626333184,42.70675589051182,43
E05014109,St Martin's,8.405203383173177,5.143249626333184,43.23005915975987,43
E05013564,Belmore,8.367601246105918,5.143249626333184,43.03666198233936,43
E05013703,Finsbury Park,8.122754491017963,5.143249626333184,41.77735400072434,42
E05014095,Brixton Acre Lane,8.19088414318932,5.143249626333184,42.12776180879688,42
E05013638,Edgwarebury,7.944513404907516,5.143249626333184,40.86061560118956,41
E05014014,Lavender,8.000017095569635,5.143249626333184,41.14608493744762,41
E05013712,Tollington,7.880916690461801,5.143249626333184,40.53352182338061,41
E05013634,Cricklewood,8.0,5.143249626333184,41.14599701066548,41
E05011251,Seven Kings,8.0,5.143249626333184,41.14599701066548,41
E05013535,Pitshanger,8.016065779295664,5.143249626333184,41.22862732402465,41
E05013802,Pimlico North,7.999999999999999,5.143249626333184,41.145997010665475,41
E05009378,Hoxton West,7.989404790644186,5.143249626333184,41.091503204105265,41
E05013705,Hillrise,8.0,5.143249626333184,41.14599701066548,41
E05013614,Feltham West,7.94350282485676,5.143249626333184,40.85541793572113,41
E05013706,Holloway,7.8971720139069825,5.143249626333184,40.61712700961597,41
E05013523,Greenford Broadway,8.0,5.143249626333184,41.14599701066548,41
E05013690,Ridgeway,7.890526315789463,5.143249626333184,40.58294652525632,41
E05013710,St Mary's & St James',8.0,5.143249626333184,41.14599701066548,41
E05013902,William Morris,8.0,5.143249626333184,41.14599701066548,41
E05013719,Deptford,7.693238218775997,5.143249626333184,39.56824459401182,40
E05009327,Mile End,7.765968252185917,5.143249626333184,39.942313311170594,40
E05013591,Hermitage & Gardens,7.716954276332586,5.143249626333184,39.69022219817784,40
E05013632,Colindale North,7.830616053247159,5.143249626333184,40.27481308982209,40
E05011487,Waddon,7.820972644376895,5.143249626333184,40.22521463075353,40
E05011108,Nunhead & Queen's Road,7.716721113606455,5.143249626333184,39.689022984073794,40
E05013781,Heathfield,7.689655172413799,5.143249626333184,39.54981609214832,40
E05013678,Cockfosters,7.754197254065145,5.143249626333184,39.88177212948437,40
E05013604,White Hart Lane,7.758567124869013,5.143249626333184,39.904247465863484,40
E05013534,Perivale,7.72928875780355,5.143249626333184,39.7536615153944,40
E05009387,Woodberry Down,7.59577894998837,5.143249626333184,39.066987246237154,39
E05013521,Ealing Common,7.586267934130757,5.143249626333184,39.01806971748144,39
E05013696,Winchmore Hill,7.597583151097175,5.143249626333184,39.076266702915845,39
E05011234,Aldborough,7.581202735521064,5.143249626333184,38.99201813662483,39
E05013729,Perry Vale,7.496211276518429,5.143249626333184,38.55488584686802,39
E05014002,Penge & Cator,7.66027539183989,5.143249626333184,39.398708546689804,39
E05009392,Colville,7.360496304071631,5.143249626333184,37.85686986554321,38
E05013520,Ealing Broadway,7.412104061279908,5.143249626333184,38.12230144352057,38
E05014115,Streatham St Leonard's,7.3434820329032835,5.143249626333184,37.76936122171427,38
E05013731,Sydenham,7.345745498037635,5.143249626333184,37.78100278792074,38
E05014010,Battersea Park,7.474635506196514,5.143249626333184,38.443916274221976,38
E05013918,Plaistow North,7.30889349810468,5.143249626333184,37.59146375303594,38
E05011472,Norbury & Pollards Hill,7.475441850740369,5.143249626333184,38.44806350549585,38
E05013602,Tottenham Hale,7.16113333018861,5.143249626333184,36.83149632461468,37
E05009369,Clissold,7.271196345262831,5.143249626333184,37.39757788576827,37
E05009390,Campden,7.1565476373954855,5.143249626333184,36.807910961869965,37
E05013708,Laycock,7.257143428440015,5.143249626333184,37.325300226570434,37
E05011112,Rotherhithe,7.206260224294059,5.143249626333184,37.06359520586011,37
E05011105,Newington,6.989201956351553,5.143249626333184,35.94721035037229,36
E05013741,Hammersmith Broadway,7.0,5.143249626333184,36.002747384332295,36
E05013704,Highbury,6.9233487852068665,5.143249626333184,35.60851105248952,36
E05011478,Sanderstead,7.0,5.143249626333184,36.002747384332295,36
E05013714,Bellingham,6.954608362395026,5.143249626333184,35.76928686118186,36
E05014070,Village,7.01012719282159,5.143249626333184,36.05483406502774,36
E05013717,Catford South,6.996253613364779,5.143249626333184,35.983478782670595,36
E05013518,Central Greenford,6.903551703150609,5.143249626333184,35.50668971760119,36
E05013691,Southbury,7.001887936784196,5.143249626333184,36.012457514492155,36
E05013680,Enfield Lock,6.796506075142764,5.143249626333184,34.95612733134924,35
E05009374,Hackney Wick,6.821210699120708,5.143249626333184,35.08318937939251,35
E05013672,Arnos Grove,6.737499918408098,5.143249626333184,34.65264393777231,35
E05013589,Fortis Green,6.737977670139267,5.143249626333184,34.655101134185124,35
E05009371,De Beauvoir,6.885715780979723,5.143249626333184,35.414955117560474,35
E05013736,College Park & Old Oak,6.819008636364198,5.143249626333184,35.07186362094292,35
E05011247,Loxford,6.891868255919036,5.143249626333184,35.44659883199312,35
E05013674,Brimsdown,6.551863847434611,5.143249626333184,33.69787128510397,34
E05013923,Royal Victoria,6.584901896966203,5.143249626333184,33.867794221012105,34
E05013999,Kelsey & Eden Park,6.677864664583082,5.143249626333184,34.34592494082052,34
E05013524,Hanger Hill,6.539853023119395,5.143249626333184,33.63609661743278,34
E05013789,Twickenham Riverside,6.619358476991454,5.143249626333184,34.0450130133517,34
E05013502,Kenton,6.5444242708995,5.143249626333184,33.65960768586968,34
E05013698,Barnsbury,6.643009990598232,5.143249626333184,34.16665865187197,34
E05014073,Blackheath Westcombe,6.514284766917995,5.143249626333184,33.50459269327894,34
E05013700,Caledonian,6.614407781588747,5.143249626333184,34.019550351071636,34
E05014069,Valence,6.544855265476486,5.143249626333184,33.661824398566715,34
E05014112,Streatham Common & Vale,6.500016797448793,5.143249626333184,33.431208964637925,33
E05013574,Northwood,6.336106371916614,5.143249626333184,32.58817672976744,33
E05013771,Wallington South,6.410347896381231,5.143249626333184,32.970019422728484,33
E05013804,Queen's Park,6.400001101546254,5.143249626333184,32.91680327405974,33
E05009383,Springfield,6.3737957610789975,5.143249626333184,32.782022666493596,33
E05011476,Purley & Woodcote,6.452010869030152,5.143249626333184,33.18430249123698,33
E05011465,Broad Green,6.402892056622415,5.143249626333184,32.931672177674955,33
E05014056,Beam,6.394160583941606,5.143249626333184,32.886764034072044,33
E05009397,Holland,6.345787662224584,5.143249626333184,32.637970022526325,33
E05014066,Northbury,6.46666676477682,5.143249626333184,33.2596814215596,33
E05013548,Harrow Weald,6.2624796573669474,5.143249626333184,32.20949615767172,32
E05013682,Haselbury,6.181468987398519,5.143249626333184,31.792838059627606,32
E05013508,Queensbury,6.199134199134125,5.143249626333184,31.883694653285854,32
E05014084,Kidbrooke Village & Sutcliffe,6.133302124491791,5.143249626333184,31.545103859980934,32
E05013526,Lady Margaret,6.296958807374433,5.143249626333184,32.38683103306401,32
E05014007,St Paul's Cray,6.302215189909386,5.143249626333184,32.41386592057277,32
E05013910,East Ham South,6.137704859124929,5.143249626333184,31.56774822323766,32
E05013778,Hampton,6.257782725401121,5.143249626333184,32.18533866409358,32
E05013562,Wealdstone South,5.982248289543588,5.143249626333184,30.768196279827393,31
E05013920,Plaistow West & Canning Town East,6.10074062399173,5.143249626333184,31.37763193470115,31
E05011117,Surrey Docks,6.0487893882153605,5.143249626333184,31.110433760706783,31
E05013906,Canning Town North,5.983741019334891,5.143249626333184,30.77587376176873,31
E05013987,Beckenham Town & Copers Cope,6.0,5.143249626333184,30.85949775799911,31
E05013669,St Pancras & Somers Town,5.971353337225149,5.143249626333184,30.712160820386664,31
E05013606,Bedfont,6.018421869250741,5.143249626333184,30.954246030139338,31
E05013642,Golders Green,6.046500390928537,5.143249626333184,31.098660876266653,31
E05014060,Eastbury,6.030888030888031,5.143249626333184,31.018362611322143,31
E05014018,St Mary's,6.0,5.143249626333184,30.85949775799911,31
E05013782,Kew,6.042268914366353,5.143249626333184,31.076897336019364,31
E05013739,Fulham Town,5.942856902386398,5.143249626333184,30.565596542550434,31
E05013555,Pinner,6.074125651984095,5.143249626333184,31.240744489868007,31
E05013611,Chiswick Riverside,5.968659891669969,5.143249626333184,30.698307757541432,31
E05014058,Chadwell Heath,6.0905531256620495,5.143249626333184,31.325235087723748,31
E05013651,Woodhouse,5.999999999999998,5.143249626333184,30.8594977579991,31
E05013756,Carshalton Central,6.063875018288197,5.143249626333184,31.188022921941904,31
E05013713,Tufnell Park,5.977322595705099,5.143249626333184,30.74286220683315,31
E05013725,Ladywell,5.956515706508327,5.143249626333184,30.6358471817467,31
E05013613,Feltham North,6.068246181237604,5.143249626333184,31.210504904148085,31
E05013915,Little Ilford,5.947154471530981,5.143249626333184,30.587700013447446,31
E05013544,Centenary,5.999999050028701,5.143249626333184,30.85949287205958,31
E05013885,Chingford Green,6.102606950889752,5.143249626333184,31.387230919822013,31
E05009330,St Katharine's & Wapping,5.996859579483183,5.143249626333184,30.843345791349456,31
E05014100,Clapham East,5.880387741462843,5.143249626333184,30.24430205397301,30
E05013737,Coningham,5.8129311891415965,5.143249626333184,29.897356166453033,30
E05014089,Shooters Hill,5.859086870318659,5.143249626333184,30.134746356420113,30
E05013667,Primrose Hill,5.8413098236474585,5.143249626333184,30.04331456777115,30
E05013546,Greenhill,5.863806579826782,5.143249626333184,30.15902100058417,30
E05011113,Rye Lane,5.9069667291530585,5.143249626333184,30.381004422479023,30
E05013685,Lower Edmonton,5.782253551626929,5.143249626333184,29.739573418768934,30
E05013681,Grange Park,5.681053256081281,5.143249626333184,29.219075036518973,29
E05013551,Kenton East,5.591836734694,5.143249626333184,28.760212196231087,29
E05013738,Fulham Reach,5.675005026315727,5.143249626333184,29.187967481037308,29
E05013817,Lavender Fields,5.670886075949367,5.143249626333184,29.166782691104643,29
E05013537,Southall Broadway,5.648148148149254,5.143249626333184,29.049835852443117,29
E05013660,Haverstock,5.634564793387184,5.143249626333184,28.979973268138753,29
E05014106,Knight's Hill,5.624145683996262,5.143249626333184,28.926385187657168,29
E05009376,Homerton,5.618925022173975,5.143249626333184,28.899534020690474,29
E05014079,Eltham Town & Avery Hill,5.577639438735977,5.143249626333184,28.68719195910005,29
E05013746,Ravenscourt,5.585237258347979,5.143249626333184,28.726269441980424,29
E05011228,Northumberland Heath,5.70122767102253,5.143249626333184,29.32283708862704,29
E05009401,Queen's Gate,5.664098290113879,5.143249626333184,29.13187141414264,29
E05013728,New Cross Gate,5.592742347325567,5.143249626333184,28.76486998806,29
E05011462,Addiscombe East,5.64591439688716,5.143249626333184,29.038347112099032,29
E05013517,Willesden Green,5.426887455185566,5.143249626333184,27.911836876035412,28
E05013629,Brunswick Park,5.467572148492419,5.143249626333184,28.12108840968336,28
E05013583,Yeading,5.5000056999182165,5.143249626333184,28.287902260934754,28
E05013701,Canonbury,5.522063019625035,5.143249626333184,28.40134856227476,28
E05013675,Bullsmoor,5.482213209783383,5.143249626333184,28.19639104269724,28
E05009391,Chelsea Riverside,5.504121033182328,5.143249626333184,28.30906844720763,28
E05011486,Thornton Heath,5.437676607881066,5.143249626333184,27.967328181604994,28
E05011114,St George's,5.389839012730004,5.143249626333184,27.721287488219616,28
E05013692,Southgate,5.417345976153985,5.143249626333184,27.862762667571566,28
E05013586,Bounds Green,5.46149238565056,5.143249626333184,28.089818671718774,28
E05014098,Brixton Windrush,5.50008260970674,5.143249626333184,28.28829782717584,28
E05014027,Wandsworth Common,5.363336256391024,5.143249626333184,27.584977196582354,28
E05014087,Plumstead & Glyndon,5.453376092981392,5.143249626333184,28.048074552480866,28
E05013742,Lillie,5.361912243045677,5.143249626333184,27.577653140476006,28
E05013581,West Drayton,5.424810723012967,5.143249626333184,27.901155724064697,28
E05013570,Heathrow Villages,5.423519125701313,5.143249626333184,27.894512716674157,28
E05014067,Parsloes,5.525870261023361,5.143249626333184,28.420930155174062,28
E05013566,Colham & Cowley,5.487332339791576,5.143249626333184,28.22272000619902,28
E05013609,Chiswick Gunnersbury,5.439918533604888,5.143249626333184,27.978858965246307,28
E05014003,Petts Wood & Knoll,5.342855325517148,5.143249626333184,27.479638656518336,27
E05011103,Goose Green,5.301492203303557,5.143249626333184,27.26689779364931,27
E05013598,Seven Sisters,5.3402523455172926,5.143249626333184,27.46625088060673,27
E05013697,Arsenal,5.248937743706815,5.143249626333184,26.99659708896623,27
E05011098,Chaucer,5.319946453585164,5.143249626333184,27.361812609514445,27
E05013610,Chiswick Homefields,5.29135126175924,5.143249626333184,27.214740399840835,27
E05009334,Stepney Green,5.330244055244588,5.143249626333184,27.414775745401403,27
E05013975,Heaton,5.230462095469929,5.143249626333184,26.901572218075597,27
E05013973,Harold Wood,5.265278835906033,5.143249626333184,27.08064340531373,27
E05014017,Roehampton,5.267605633802818,5.143249626333184,27.092610707726923,27
E05013765,Sutton Central,5.2370759247593215,5.143249626333184,26.935588793096898,27
E05013997,Farnborough & Crofton,5.284056940939853,5.143249626333184,27.17722388701217,27
E05013916,Manor Park,5.342856151225458,5.143249626333184,27.479642903342295,27
E05013900,Upper Walthamstow,5.2422145328807765,5.143249626333184,26.96201793739744,27
E05013536,South Acton,5.232840321599504,5.143249626333184,26.913804028727874,27
E05011248,Mayfield,4.997109248528459,5.143249626333184,25.701380275240098,26
E05014023,Tooting Bec,5.140510231393246,5.143249626333184,26.438927326775225,26
E05014015,Nine Elms,5.101677666003721,5.143249626333184,26.23920174934599,26
E05013601,Tottenham Central,5.057394159495097,5.143249626333184,26.011440621042787,26
E05009329,St Dunstan's,5.0270200462255605,5.143249626333184,25.855218974319044,26
E05013635,East Barnet,5.146073738581097,5.143249626333184,26.467541833040244,26
E05013990,Bromley Common & Holwood,5.013888888888888,5.143249626333184,25.787682154253883,26
E05014064,Longbridge,4.999995999974971,5.143249626333184,25.716227558538684,26
E05013621,Hounslow East,5.146335988059405,5.143249626333184,26.468890647571552,26
E05014001,Orpington,5.060184935186788,5.143249626333184,26.02579427707626,26
E05013718,Crofton Park,5.116451334664303,5.143249626333184,26.3151864151641,26
E05014072,Abbey Wood,4.975537083238231,5.143249626333184,25.590429244171936,26
E05013585,Alexandra Park,5.0946552966858905,5.143249626333184,26.203083950976087,26
E05014077,Eltham Page,5.099842552834463,5.143249626333184,26.22976330422393,26
E05014030,West Putney,5.0,5.143249626333184,25.716248131665925,26
E05013919,Plaistow South,5.029179627473317,5.143249626333184,25.866326239764604,26
E05013605,Woodside,5.061269530227909,5.143249626333184,26.031372620116226,26
E05013795,Harrow Road,5.0,5.143249626333184,25.716248131665925,26
E05011111,Peckham Rye,5.028545165992854,5.143249626333184,25.86306304599229,26
E05009324,Island Gardens,5.111614094529702,5.143249626333184,26.290307281649326,26
E05011243,Fullwell,4.780071931369764,5.143249626333184,24.58510317486328,25
E05013532,Northolt West End,4.766388883747213,5.143249626333184,24.5147278452915,25
E05014029,West Hill,4.802843372014863,5.143249626333184,24.702222378452255,25
E05013641,Garden Suburb,4.822857142857142,5.143249626333184,24.805158197858326,25
E05014061,Gascoigne,4.8571428571428585,5.143249626333184,24.981498185046906,25
E05011226,Falconwood & Welling,4.906077348065352,5.143249626333184,25.233180487198826,25
E05013507,Queens Park,4.905487369934611,5.143249626333184,25.230146082398345,25
E05013938,Kingston Town,4.907136119001947,5.143249626333184,25.238626010422838,25
E05011223,Crook Log,4.803771168568113,5.143249626333184,24.70699426772807,25
E05014108,Oval,4.769230769234998,5.143249626333184,24.52934437176463,25
E05013722,Forest Hill,4.793620896470738,5.143249626333184,24.65478888455607,25
E05013600,Stroud Green,4.91102852818929,5.143249626333184,25.25864564252117,25
E05013565,Charville,4.921838319674549,5.143249626333184,25.314243098538476,25
E05013977,Marshalls & Rise Park,4.763540997976354,5.143249626333184,24.500080457864687,25
E05013499,Cricklewood & Mapesbury,4.612120370403139,5.143249626333184,23.721286371679614,24
E05013529,North Hanwell,4.614130614428665,5.143249626333184,23.731625558512736,24
E05013519,Dormers Wells,4.681744706065022,5.143249626333184,24.07938171005629,24
E05011473,Norbury Park,4.679981722258214,5.143249626333184,24.070314244250692,24
E05009367,Brownswood,4.644909566995292,5.143249626333184,23.88992939479997,24
E05013784,North Richmond,4.689256320397525,5.143249626333184,24.118015817665096,24
E05013764,Stonecot,4.648612000432545,5.143249626333184,23.908971934192643,24
E05013828,Wimbledon Park,4.595191018592868,5.143249626333184,23.634214489307375,24
E05009399,Notting Dale,4.706982277148122,5.143249626333184,24.209184838099002,24
E05011489,Woodside,4.607173896080402,5.143249626333184,23.69584541946753,24
E05009373,Hackney Downs,4.596894517356704,5.143249626333184,23.64297600868793,24
E05009394,Dalgarno,4.618806714313967,5.143249626333184,23.755675907500517,24
E05013994,Clock House,4.747684800657424,5.143249626333184,24.41852807692904,24
E05013509,Roundwood,4.6449710301666585,5.143249626333184,23.890245515233136,24
E05014105,Kennington,4.57273698187127,5.143249626333184,23.51872777332935,24
E05013663,Kentish Town North,4.691037196684764,5.143249626333184,24.127175308963984,24
E05013556,Pinner South,4.678142452886018,5.143249626333184,24.060854422739418,24
E05013615,Hanworth Park,4.695187165775401,5.143249626333184,24.148519635938698,24
E05013983,St Edward's,4.717908930912444,5.143249626333184,24.26538334598942,24
E05011245,Hainault,4.755102661581371,5.143249626333184,24.456679987354317,24
E05013608,Brentford West,4.756027135104387,5.143249626333184,24.461434785456124,24
E05009326,Limehouse,4.675524058687042,5.143249626333184,24.047387367753945,24
E05013693,Town,4.567608378530218,5.143249626333184,23.492350086111866,23
E05013809,Westbourne,4.465723612622416,5.143249626333184,22.96833130192752,23
E05014114,Streatham Hill West & Thornton,4.426153994981856,5.143249626333184,22.764814880783565,23
E05013813,Cricket Green,4.517459059128447,5.143249626333184,23.234419617837844,23
E05013612,Cranford,4.555756258080741,5.143249626333184,23.43139167203884,23
E05013884,Chapel End,4.460869565232315,5.143249626333184,22.94336572450218,23
E05013927,West Ham,4.558139534883669,5.143249626333184,23.443649459564945,23
E05013978,Mawneys,4.443226653952851,5.143249626333184,22.85262382765665,23
E05011485,South Norwood,4.406398206380026,5.143249626333184,22.663205928439286,23
E05011233,West Heath,4.549090188606572,5.143249626333184,23.39710641270671,23
E05013779,Hampton North,4.501715753819959,5.143249626333184,23.153447868692716,23
E05014096,Brixton North,4.459234560621558,5.143249626333184,22.934956487648854,23
E05014088,Plumstead Common,4.433976639333729,5.143249626333184,22.805048693423274,23
E05013892,Higham Hill,4.515168950770066,5.143249626333184,23.222641018879344,23
E05009380,Lea Bridge,4.425716540468866,5.143249626333184,22.76256494302309,23
E05013814,Figge's Marsh,4.471345815252249,5.143249626333184,22.99724769350258,23
